kl_loss,loss,reconstruction_loss
4.917087554931641,118.14163970947266,113.22454833984375
4.867994785308838,116.80473327636719,111.93673706054688
4.8573198318481445,116.1007308959961,111.243408203125
4.882568836212158,115.45887756347656,110.5762939453125
4.869755268096924,115.31346130371094,110.44369506835938
4.908205986022949,115.1285400390625,110.22032928466797
4.931815147399902,114.71900939941406,109.78719329833984
4.9336957931518555,114.60595703125,109.6722640991211
4.902134418487549,114.55501556396484,109.65287780761719
4.935939311981201,114.52252197265625,109.5865707397461
4.9639811515808105,114.2850570678711,109.32108306884766
4.920806884765625,114.17103576660156,109.25021362304688
4.889533519744873,114.18297576904297,109.29342651367188
4.906708717346191,113.99869537353516,109.09198760986328
4.9217071533203125,114.04329681396484,109.12159729003906
4.949291706085205,113.95746612548828,109.00817108154297
4.980507850646973,113.94498443603516,108.96446990966797
5.015547275543213,113.93345642089844,108.91790771484375
5.002296447753906,113.93266296386719,108.93036651611328
4.980550765991211,113.69537353515625,108.71482849121094
4.941134452819824,113.56834411621094,108.62721252441406
4.933033466339111,113.59540557861328,108.66236877441406
4.968050003051758,113.57078552246094,108.60274505615234
4.993407249450684,113.49214935302734,108.49872589111328
4.986629486083984,113.44325256347656,108.45661163330078
4.9686455726623535,113.43148803710938,108.46285247802734
4.981631278991699,113.34721374511719,108.36558532714844
4.989845275878906,113.36652374267578,108.37667083740234
5.008240699768066,113.28717803955078,108.2789535522461
4.998350143432617,113.38133239746094,108.38299560546875
