kl_loss,loss,reconstruction_loss
4.615686416625977,186.00103759765625,181.38536071777344
4.486269950866699,163.9231719970703,159.43692016601562
4.53633975982666,160.35171508789062,155.8153533935547
4.520244598388672,158.7472686767578,154.22703552246094
4.505990982055664,157.72702026367188,153.22100830078125
4.511221408843994,157.06883239746094,152.55760192871094
4.476249694824219,156.64248657226562,152.1662139892578
4.477505207061768,156.14944458007812,151.67190551757812
4.493645191192627,155.66578674316406,151.17213439941406
4.50743293762207,155.57522583007812,151.06781005859375
4.496280670166016,155.3809814453125,150.88473510742188
4.484609127044678,155.10061645507812,150.61598205566406
4.473876953125,154.9701690673828,150.49630737304688
4.534209728240967,154.83721923828125,150.30299377441406
4.520621299743652,154.78244018554688,150.26185607910156
4.539289951324463,154.7169647216797,150.1776580810547
4.505554676055908,154.62669372558594,150.1211395263672
4.510406017303467,154.56686401367188,150.0564727783203
4.509239196777344,154.32470703125,149.81546020507812
4.565451622009277,154.2948455810547,149.72940063476562
4.5427985191345215,154.32037353515625,149.77757263183594
4.545590877532959,154.21482849121094,149.66925048828125
4.507957935333252,153.96487426757812,149.4569091796875
4.521909236907959,153.95095825195312,149.4291229248047
4.567264080047607,153.9248809814453,149.3576202392578
4.542259216308594,153.9729766845703,149.43072509765625
4.534335136413574,153.78074645996094,149.24639892578125
4.549488067626953,153.7987060546875,149.24917602539062
4.568349361419678,153.7032470703125,149.1348876953125
4.570987701416016,153.75244140625,149.18145751953125
