kl_loss,loss,reconstruction_loss
5.427926063537598,158.43753051757812,153.0095977783203
5.477196216583252,139.24075317382812,133.7635498046875
5.558203220367432,134.89385986328125,129.33566284179688
5.592082500457764,132.72415161132812,127.132080078125
5.607558727264404,131.46768188476562,125.86009216308594
5.5992326736450195,130.63523864746094,125.0360107421875
5.623342037200928,130.20591735839844,124.58258056640625
5.5879597663879395,129.6608428955078,124.0728759765625
5.58404541015625,129.54087829589844,123.95684051513672
5.55118465423584,129.2704620361328,123.71926879882812
5.529007911682129,129.0826416015625,123.55362701416016
5.510136604309082,128.95018005371094,123.4400634765625
5.507488250732422,128.83795166015625,123.3304214477539
5.487550735473633,128.51177978515625,123.02423095703125
5.459601402282715,128.4796905517578,123.02011108398438
5.45475435256958,128.3372802734375,122.8825454711914
5.46071720123291,128.26344299316406,122.80272674560547
5.392374038696289,128.171142578125,122.7787857055664
5.365279674530029,128.06488037109375,122.6996078491211
5.37355899810791,127.97066497802734,122.59709930419922
5.38350248336792,127.94241333007812,122.55889129638672
5.3395466804504395,127.77885437011719,122.43936157226562
5.342920780181885,127.81786346435547,122.47496032714844
5.310575008392334,127.71440887451172,122.40383911132812
5.316137313842773,127.67459106445312,122.35845947265625
5.319854259490967,127.59222412109375,122.27236938476562
5.316053867340088,127.552490234375,122.2364273071289
5.302732944488525,127.59716033935547,122.29444122314453
5.305240631103516,127.47059631347656,122.16535949707031
5.270180702209473,127.45897674560547,122.18879699707031
