kl_loss,loss,reconstruction_loss
5.008476257324219,115.5962142944336,110.58776092529297
5.04866886138916,115.29583740234375,110.24716186523438
5.080082416534424,114.9039535522461,109.82386779785156
5.072367191314697,114.62712097167969,109.55475616455078
5.022599697113037,114.5206527709961,109.49806213378906
4.999258518218994,114.6872787475586,109.6880111694336
5.043982028961182,114.66515350341797,109.62116241455078
5.08994722366333,114.48451232910156,109.39457702636719
5.091869354248047,114.40841674804688,109.3165512084961
5.062526702880859,114.65495300292969,109.59242248535156
5.084319591522217,114.29825592041016,109.21393585205078
5.098049640655518,114.40199279785156,109.30394744873047
5.090982913970947,114.37855529785156,109.28756713867188
5.11255407333374,114.2817611694336,109.1692123413086
5.108528137207031,114.03311920166016,108.9245834350586
5.100162982940674,114.07328796386719,108.97313690185547
5.101104736328125,113.94354248046875,108.84244537353516
5.110533714294434,113.78755950927734,108.67704010009766
5.09507942199707,113.880859375,108.78578186035156
5.105299472808838,113.9803695678711,108.87506866455078
5.124935150146484,113.79000854492188,108.66505432128906
5.144751071929932,113.78622436523438,108.64147186279297
5.159948825836182,113.64437103271484,108.48441314697266
5.145739555358887,113.6990966796875,108.5533676147461
5.1215620040893555,113.5056381225586,108.38407897949219
5.122146129608154,113.66268157958984,108.54052734375
5.1406779289245605,113.59996032714844,108.45928955078125
5.145422458648682,113.6060791015625,108.46066284179688
5.160003662109375,113.544189453125,108.38419342041016
5.1535773277282715,113.47013854980469,108.31656646728516
