kl_loss,loss,reconstruction_loss
5.068220138549805,118.4614486694336,113.39323425292969
4.99432373046875,117.70933532714844,112.71500396728516
4.959296703338623,117.16847229003906,112.20917510986328
4.998570919036865,116.96361541748047,111.96503448486328
5.030264377593994,116.71836853027344,111.68810272216797
5.039409637451172,116.6211166381836,111.58171081542969
5.024749279022217,116.63179779052734,111.60704803466797
5.031070709228516,116.3756103515625,111.34454345703125
5.0323076248168945,116.47457122802734,111.44225311279297
5.009153366088867,116.09495544433594,111.08578491210938
4.979460716247559,116.04197692871094,111.06251525878906
5.010913848876953,116.21331787109375,111.20240783691406
5.061833381652832,115.99542236328125,110.93360900878906
5.10561990737915,115.87926483154297,110.77365112304688
5.088602542877197,115.89022827148438,110.80162048339844
5.068975925445557,115.71417999267578,110.64521026611328
5.065828800201416,115.56951904296875,110.50370025634766
5.0437421798706055,115.62535858154297,110.58160400390625
5.054040908813477,115.62129974365234,110.56725311279297
5.075082302093506,115.44950866699219,110.3744125366211
5.061286926269531,115.50255584716797,110.44127655029297
5.0297722816467285,115.46944427490234,110.43966674804688
5.048296928405762,115.34854888916016,110.30023956298828
5.05370569229126,115.27352142333984,110.21981048583984
5.0583882331848145,115.3783187866211,110.31991577148438
5.078510284423828,115.25175476074219,110.1732406616211
5.109969615936279,115.3701400756836,110.26017761230469
5.100060939788818,115.31000518798828,110.20994567871094
5.102180004119873,115.36299896240234,110.26081085205078
5.1140570640563965,115.08336639404297,109.96932983398438
