kl_loss,loss,reconstruction_loss
3.933419704437256,165.27044677734375,161.33705139160156
4.068464279174805,124.10077667236328,120.03229522705078
4.421492099761963,119.06758880615234,114.64612579345703
4.552772521972656,117.13019561767578,112.57742309570312
4.624600410461426,116.03221893310547,111.4076156616211
4.705318450927734,115.32714080810547,110.62183380126953
4.690763473510742,114.80245971679688,110.1116943359375
4.7348833084106445,114.42047882080078,109.68560028076172
4.7764716148376465,114.20806884765625,109.43162536621094
4.809451580047607,114.04060363769531,109.23117065429688
4.813501358032227,113.7784423828125,108.96492004394531
4.83998441696167,113.58600616455078,108.74601745605469
4.8253493309021,113.42221069335938,108.59683990478516
4.8498711585998535,113.34577178955078,108.49594116210938
4.859147548675537,113.23452758789062,108.37540435791016
4.872748851776123,113.11090087890625,108.23814392089844
4.8583984375,113.00999450683594,108.15156555175781
4.8706254959106445,112.99468231201172,108.1240234375
4.897219657897949,112.7986831665039,107.90148162841797
4.888911247253418,112.73795318603516,107.84904479980469
4.88484525680542,112.72431182861328,107.83944702148438
4.871269702911377,112.63845825195312,107.76717376708984
4.907074928283691,112.58549499511719,107.67843627929688
4.898891925811768,112.54059600830078,107.64171600341797
4.891454219818115,112.36873626708984,107.47733306884766
4.869585037231445,112.37200164794922,107.50243377685547
4.909007549285889,112.3454360961914,107.43647766113281
4.910930633544922,112.29380798339844,107.38285827636719
4.902091979980469,112.31137084960938,107.40928649902344
4.89598274230957,112.21302795410156,107.31704711914062
