kl_loss,loss,reconstruction_loss
5.056066989898682,117.6880111694336,112.63195037841797
5.000522613525391,117.00116729736328,112.00065612792969
4.990902900695801,116.49056243896484,111.49964904785156
4.97542142868042,116.18167877197266,111.20626831054688
4.977855205535889,116.0918197631836,111.11398315429688
4.973787307739258,115.79936218261719,110.82557678222656
4.99575662612915,115.62431335449219,110.6285629272461
5.011571884155273,115.716064453125,110.70452880859375
5.041733741760254,115.40565490722656,110.36392974853516
5.038108825683594,115.40892791748047,110.37081909179688
5.047696113586426,115.38727569580078,110.33958435058594
5.0443949699401855,115.26537322998047,110.22099304199219
5.064849853515625,115.19407653808594,110.12921905517578
5.073011875152588,115.09789276123047,110.02488708496094
5.087595462799072,115.07086944580078,109.98329162597656
5.0890092849731445,115.03312683105469,109.9441146850586
5.090855121612549,114.91139221191406,109.82054901123047
5.076636791229248,114.82249450683594,109.745849609375
5.071564674377441,114.71238708496094,109.64081573486328
5.061618804931641,114.7810287475586,109.71942138671875
5.075143814086914,114.6174545288086,109.54232025146484
5.063230991363525,114.60565185546875,109.54241943359375
5.0674147605896,114.44872283935547,109.38130950927734
5.05319881439209,114.54025268554688,109.48705291748047
5.052448272705078,114.51349639892578,109.46105194091797
5.072998523712158,114.42692565917969,109.35392761230469
5.1056227684021,114.36566162109375,109.26004791259766
5.099968433380127,114.23236846923828,109.13241577148438
5.086546897888184,114.25260925292969,109.16606140136719
5.091660976409912,114.1746826171875,109.0830307006836
