kl_loss,loss,reconstruction_loss
4.712137222290039,185.74501037597656,181.03286743164062
4.284098148345947,158.00205993652344,153.7179718017578
4.58853006362915,154.03663635253906,149.44808959960938
4.649755001068115,152.03823852539062,147.38851928710938
4.734399795532227,150.62033081054688,145.8859100341797
4.733372211456299,149.69564819335938,144.96226501464844
4.792439937591553,149.05227661132812,144.25982666015625
4.798314094543457,148.4317626953125,143.6334686279297
4.81082820892334,148.0274200439453,143.21656799316406
4.83221435546875,147.59854125976562,142.76629638671875
4.827085971832275,147.29954528808594,142.4724578857422
4.8510870933532715,147.13124084472656,142.2801513671875
4.864003658294678,146.86993408203125,142.00592041015625
4.88960599899292,146.67233276367188,141.78271484375
4.892726898193359,146.52244567871094,141.6297149658203
4.921722412109375,146.43438720703125,141.5126495361328
4.917040824890137,146.19371032714844,141.27664184570312
4.916227340698242,146.0465545654297,141.13035583496094
4.925210952758789,146.2093963623047,141.28416442871094
4.9331512451171875,145.79234313964844,140.859130859375
4.966976642608643,145.8768768310547,140.909912109375
4.960376262664795,145.9490509033203,140.98867797851562
4.9725341796875,145.6767578125,140.7042236328125
5.0044989585876465,145.325927734375,140.32144165039062
4.965468406677246,145.2884979248047,140.3230438232422
4.952085018157959,145.02317810058594,140.07107543945312
4.9718170166015625,145.11459350585938,140.1427764892578
4.989877223968506,145.1114044189453,140.12149047851562
4.994377136230469,145.022216796875,140.02783203125
4.990975379943848,144.8717803955078,139.88079833984375
