kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0.0013696446549147367,376.2038269042969,376.2024841308594,0.0013784709153696895,376.09521484375,376.0938720703125
0.0013831214746460319,375.94384765625,375.9425048828125,0.0013889637775719166,376.08624267578125,376.0848388671875
0.0013933683512732387,375.9384460449219,375.93707275390625,0.0013995758490636945,376.1107177734375,376.10931396484375
0.0014034148771315813,376.07562255859375,376.0741882324219,0.0014068143209442496,376.09979248046875,376.098388671875
0.0014107988681644201,375.93707275390625,375.9356384277344,0.0014155793469399214,376.0756530761719,376.0742492675781
0.0014192431699484587,375.95147705078125,375.9500427246094,0.0014221561141312122,376.26568603515625,376.2642517089844
0.0014260405441746116,376.022216796875,376.020751953125,0.001429394236765802,376.0855712890625,376.0841064453125
0.0014333458384498954,375.9454040527344,375.9439697265625,0.0014357923064380884,376.15081787109375,376.1494140625
0.001439749263226986,375.9910583496094,375.9896240234375,0.0014425686094909906,376.13348388671875,376.13201904296875
0.0014466461725533009,375.97406005859375,375.97259521484375,0.0014505807776004076,376.090576171875,376.089111328125
