kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0.0008641565218567848,372.5362243652344,372.5353698730469,0.0008663308690302074,372.38470458984375,372.38385009765625
0.0008704959764145315,372.2119140625,372.2110595703125,0.0008754382142797112,372.37799072265625,372.37713623046875
0.0008799023926258087,372.2052917480469,372.2044372558594,0.0008871745667420328,372.37152099609375,372.37060546875
0.0008913080673664808,372.2984619140625,372.2975769042969,0.0008940728148445487,372.6201171875,372.6192321777344
0.0008974905940704048,372.27984619140625,372.2789306640625,0.0009032139205373824,372.3723449707031,372.3714294433594
0.000907456676941365,372.197998046875,372.19708251953125,0.0009133352432399988,372.3733825683594,372.3724670410156
0.0009160996414721012,372.31805419921875,372.317138671875,0.0009184833616018295,372.4775390625,372.47662353515625
0.0009214055025950074,372.2355651855469,372.23468017578125,0.0009243906242772937,372.3673095703125,372.36639404296875
0.0009287762804888189,372.21173095703125,372.2107849121094,0.0009334346395917237,372.48345947265625,372.4825134277344
0.0009339521639049053,372.3039245605469,372.3029479980469,0.0009373991633765399,372.3818359375,372.38092041015625
0.000942026381380856,372.21881103515625,372.2178649902344,0.0009469292126595974,372.41925048828125,372.4183349609375
0.0009479959262534976,372.28448486328125,372.2835388183594,0.0009477625135332346,372.40557861328125,372.4046630859375
0.0009509137598797679,372.2382507324219,372.2373046875,0.0009565837099216878,372.3974609375,372.396484375
