kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0.00029129814356565475,374.06658935546875,374.0662841796875,0.00029582070419564843,373.93304443359375,373.9327392578125
0.00029802299104630947,373.6407470703125,373.6404724121094,0.0003009502252098173,373.92742919921875,373.9271240234375
0.00030341080855578184,373.6368103027344,373.636474609375,0.0003070090606343001,373.968017578125,373.96771240234375
0.0003093219129368663,373.8470458984375,373.8466796875,0.0003133390564471483,373.9480895996094,373.9477844238281
0.00031558278715237975,373.6347351074219,373.63446044921875,0.00031916762236505747,373.91790771484375,373.9176025390625
0.0003219771315343678,373.710693359375,373.71038818359375,0.0003262402897235006,374.1895751953125,374.18927001953125
0.00032861472573131323,373.73846435546875,373.73809814453125,0.0003321467956993729,373.92816162109375,373.9278564453125
0.00033500042627565563,373.6652526855469,373.6648864746094,0.0003389129415154457,374.02960205078125,374.02923583984375
0.0003421709989197552,373.7310485839844,373.730712890625,0.0003459803992882371,373.9454345703125,373.9450988769531
0.0003485608322080225,373.6748046875,373.6744384765625,0.0003526638902258128,373.97607421875,373.9757080078125
