kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0.0006651232251897454,371.594970703125,371.5943298339844,0.0006703825201839209,371.3624267578125,371.36175537109375
0.0006742535042576492,371.2590026855469,371.25830078125,0.0006796926609240472,371.35498046875,371.35430908203125
0.0006839156849309802,371.25860595703125,371.2579040527344,0.0006902441382408142,371.3751525878906,371.37445068359375
0.0006936365971341729,371.40228271484375,371.4015808105469,0.0006974278367124498,371.3923034667969,371.3916015625
0.000700725126080215,371.2637634277344,371.2630310058594,0.0007080187206156552,371.3499755859375,371.34930419921875
0.0007117176428437233,371.301513671875,371.30084228515625,0.0007173842750489712,371.5123291015625,371.5115966796875
0.0007198525127023458,371.32342529296875,371.32269287109375,0.0007239250116981566,371.3574523925781,371.3567199707031
0.0007280916324816644,371.2669372558594,371.2662048339844,0.0007326517370529473,371.42327880859375,371.42254638671875
0.0007360717281699181,371.34222412109375,371.34149169921875,0.000738992472179234,371.3739013671875,371.3731689453125
0.0007430645637214184,371.2754821777344,371.2747497558594,0.0007495833560824394,371.39923095703125,371.39849853515625
